"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
inj_lacsuper_rue,ctr_page_3,,radio,"Code AIS - RUE Superficial Laceration Severity

Lacérations superficielle MSD
","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_lacsuper(12)] = '1'",,,,,,
inj_lacsuper_lle,ctr_page_3,,radio,"Code AIS - LLE Superficial Laceration Severity

Lacérations superficielle MIG","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_lacsuper(13)] = '1'",,,,,,
inj_lacsuper_rle,ctr_page_3,,radio,"Code AIS - RLE Superficial Laceration Severity

Lacérations superficielle MID","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_lacsuper(14)] = '1'",,,,,,
inj_lacdeep_head,ctr_page_3,,radio,"Code AIS - Head Deep Laceration Severity    

Lacérations profondes Tête","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_lacdeep(1)] = '1'",,,,,,
inj_lacdeep_neck,ctr_page_3,,radio,"Code AIS - Neck Deep Laceration Severity    

Lacérations profondes Cou","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_lacdeep(2)] = '1'",,,,,,
inj_lacdeep_face,ctr_page_3,,radio,"Code AIS - Face Deep Laceration Severity    

Lacérations profondes Face","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_lacdeep(3)] = '1'",,,,,,
inj_lacdeep_chest,ctr_page_3,,radio,"Code AIS - Chest Deep Laceration Severity    

Lacérations profondes Poitrine","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_lacdeep(4)] = '1'",,,,,,
inj_lacdeep_abd,ctr_page_3,,radio,"Code AIS - Abd. Deep Laceration Severity    

Lacérations profondes Abd","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_lacdeep(5)] = '1'",,,,,,
inj_lacdeep_urog,ctr_page_3,,radio,"Code AIS - Urogenital Deep Laceration Severity    

Lacérations profondes Urogenital","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_lacdeep(6)] = '1'",,,,,,
inj_lacdeep_pelvis,ctr_page_3,,radio,"Code AIS - Pelvis Deep Laceration Severity    

Lacérations profondes Bassin","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_lacdeep(7)] = '1'",,,,,,
inj_lacdeep_sc,ctr_page_3,,radio,"Code AIS - Spine-C Deep Laceration Severity    

Lacérations profondes Col. Vert-C","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_lacdeep(8)] = '1'",,,,,,
inj_lacdeep_st,ctr_page_3,,radio,"Code AIS - Spine-T Deep Laceration Severity    

Lacérations profondes Col. Vert-T","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_lacdeep(9)] = '1'",,,,,,
inj_lacdeep_sl,ctr_page_3,,radio,"Code AIS - Spine-L Deep Laceration Severity    

Lacérations profondes Col. Vert-L","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_lacdeep(10)] = '1'",,,,,,
inj_lacdeep_lue,ctr_page_3,,radio,"Code AIS - LUE Deep Laceration Severity    

Lacérations profondes MSG","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_lacdeep(11)] = '1'",,,,,,
inj_lacdeep_rue,ctr_page_3,,radio,"Code AIS - RUE Deep Laceration Severity    

Lacérations profondes MSD","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_lacdeep(12)] = '1'",,,,,,
inj_lacdeep_lle,ctr_page_3,,radio,"Code AIS - LLE Deep Laceration Severity    

Lacérations profondes MIG   ","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_lacdeep(13)] = '1'",,,,,,
inj_lacdeep_rle,ctr_page_3,,radio,"Code AIS - RLE Deep Laceration Severity    

Lacérations profondes MID","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_lacdeep(14)] = '1'",,,,,,
inj_avulsion_head,ctr_page_3,,radio,"Code AIS - Head Avulsion/Degloving Severity    

Avulsion/Dégantage Tête

","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_avulsion(1)] = '1'",,,,,,
inj_avulsion_neck,ctr_page_3,,radio,"Code AIS - Neck Avulsion/Degloving Severity    

Avulsion/Dégantage Tête
","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_avulsion(2)] = '1'",,,,,,
inj_avulsion_face,ctr_page_3,,radio,"Code AIS - FaceAvulsion/Degloving Severity    

Avulsion/Dégantage Face
","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_avulsion(3)] = '1'",,,,,,
inj_avulsion_chest,ctr_page_3,,radio,"Code AIS - Chest Avulsion/Degloving Severity    

Avulsion/Dégantage Poitrine
","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_avulsion(4)] = '1'",,,,,,
inj_avulsion_abd,ctr_page_3,,radio,"Code AIS - Abd. Avulsion/Degloving Severity    

Avulsion/Dégantage Abd
","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_avulsion(5)] = '1'",,,,,,
inj_avulsion_urog,ctr_page_3,,radio,"Code AIS - Urogenital Avulsion/Degloving Severity    

Avulsion/Dégantage Urogenital
","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_avulsion(6)] = '1'",,,,,,
inj_avulsion_pelvis,ctr_page_3,,radio,"Code AIS - Pelvis Avulsion/Degloving Severity    

Avulsion/Dégantage Bassin
","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_avulsion(7)] = '1'",,,,,,
inj_avulsion_cs,ctr_page_3,,radio,"Code AIS - C-Spine Avulsion/Degloving Severity    

Avulsion/Dégantage Col. Vert-C
","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_avulsion(8)] = '1'",,,,,,
inj_avulsion_ts,ctr_page_3,,radio,"Code AIS - T-Spine Avulsion/Degloving Severity    

Avulsion/Dégantage Col. Vert-T
","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_avulsion(9)] = '1'",,,,,,
inj_avulsion_ls,ctr_page_3,,radio,"Code AIS - L-Spine Avulsion/Degloving Severity    

Avulsion/Dégantage Col. Vert-L
","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_avulsion(10)] = '1'",,,,,,
inj_avulsion_lue,ctr_page_3,,radio,"Code AIS - LUE Avulsion/Degloving Severity    

Avulsion/Dégantage MSG
","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_avulsion(11)] = '1'",,,,,,
inj_avulsion_rue,ctr_page_3,,radio,"Code AIS - RUE Avulsion/Degloving Severity    

Avulsion/Dégantage MSD
","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_avulsion(12)] = '1'",,,,,,
inj_avulsion_lle,ctr_page_3,,radio,"Code AIS - LLE Avulsion/Degloving Severity    

Avulsion/Dégantage MIG
","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_avulsion(13)] = '1'",,,,,,
inj_avulsion_rle,ctr_page_3,,radio,"Code AIS - RUE Avulsion/Degloving Severity    

Avulsion/Dégantage MID
","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_avulsion(14)] = '1'",,,,,,
inj_amputation_head,ctr_page_3,,radio,"Code AIS - Head Amputation Severity    

Amputation Tête

","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_amputation(1)] = '1'",,,,,,
inj_amputation_neck,ctr_page_3,,radio,"Code AIS - Neck Amputation Severity    

Amputation Cou
","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_amputation(2)] = '1'",,,,,,
inj_amputation_face,ctr_page_3,,radio,"Code AIS - Face Amputation Severity    

Amputation Face
","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_amputation(3)] = '1'",,,,,,
inj_amputation_chest,ctr_page_3,,radio,"Code AIS - Chest Amputation Severity    

Amputation Poitrine
","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_amputation(4)] = '1'",,,,,,
inj_amputation_abd,ctr_page_3,,radio,"Code AIS - Abd. Amputation Severity    

Amputation Abd
","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_amputation(5)] = '1'",,,,,,
inj_amputation_urog,ctr_page_3,,radio,"Code AIS - Urogenital Amputation Severity    

Amputation Urogenital
","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_amputation(6)] = '1'",,,,,,
inj_amputation_pelvis,ctr_page_3,,radio,"Code AIS - Pelvis Amputation Severity    

Amputation Pelvis
","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_amputation(7)] = '1'",,,,,,
inj_amputation_cs,ctr_page_3,,radio,"Code AIS - C-Spine Amputation Severity    

Amputation Col-Vert C
","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_amputation(8)] = '1'",,,,,,
inj_amputation_ts,ctr_page_3,,radio,"Code AIS - T-Spine Amputation Severity    

Amputation Col-Vert T
","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_amputation(9)] = '1'",,,,,,
inj_amputation_ls,ctr_page_3,,radio,"Code AIS - L-Spine Amputation Severity    

Amputation Col-Vert L
","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_amputation(10)] = '1'",,,,,,
inj_amputation_lue,ctr_page_3,,radio,"Code AIS - LUE Amputation Severity    

Amputation MSG
","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_amputation(11)] = '1'",,,,,,
inj_amputation_rue,ctr_page_3,,radio,"Code AIS - RUE Amputation Severity    

Amputation MSD
","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_amputation(12)] = '1'",,,,,,
inj_amputation_lle,ctr_page_3,,radio,"Code AIS - LLE Amputation Severity    

Amputation MIG
","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_amputation(13)] = '1'",,,,,,
inj_amputation_rle,ctr_page_3,,radio,"Code AIS - RLE Amputation Severity    

Amputation MID
","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_amputation(14)] = '1'",,,,,,
inj_fractureclosed_head,ctr_page_3,,radio,"Code AIS - Head Closed Fracture Severity

Fracture fermée Tête
","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_fractureclosed(1)] = '1'",,,,,,
inj_fractureclosed_neck,ctr_page_3,,radio,"Code AIS - Neck Closed Fracture Severity

Fracture fermée Cou","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_fractureclosed(2)] = '1'",,,,,,
inj_fractureclosed_face,ctr_page_3,,radio,"Code AIS - Face Closed Fracture Severity

Fracture fermée Face","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_fractureclosed(3)] = '1'",,,,,,
inj_fractureclosed_chest,ctr_page_3,,radio,"Code AIS - Chest Closed Fracture Severity

Fracture fermée Poitrine","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_fractureclosed(4)] = '1'",,,,,,
inj_fractureclosed_abd,ctr_page_3,,radio,"Code AIS - Abd. Closed Fracture Severity

Fracture fermée Abd.","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_fractureclosed(5)] = '1'",,,,,,
inj_fractureclosed_urog,ctr_page_3,,radio,"Code AIS - Urogenital Closed Fracture Severity

Fracture fermée Urogenital","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_fractureclosed(6)] = '1'",,,,,,
inj_fractureclosed_pelvis,ctr_page_3,,radio,"Code AIS - Pelvis Closed Fracture Severity

Fracture fermée Bassin","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_fractureclosed(7)] = '1'",,,,,,
inj_fractureclosed_cs,ctr_page_3,,radio,"Code AIS - C-Spine Closed Fracture Severity

Fracture fermée Col-vert C","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_fractureclosed(8)] = '1'",,,,,,
inj_fractureclosed_ts,ctr_page_3,,radio,"Code AIS - T-Spine Closed Fracture Severity

Fracture fermée Col. Vert-T","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_fractureclosed(9)] = '1'",,,,,,
inj_fractureclosed_ls,ctr_page_3,,radio,"Code AIS - T-Spine Closed Fracture Severity

Fracture fermée Col. Vert-T","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_fractureclosed(10)] = '1'",,,,,,
inj_fractureclosed_lue,ctr_page_3,,radio,"Code AIS - LUE Closed Fracture Severity

Fracture fermée MSG","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_fractureclosed(11)] = '1'",,,,,,
inj_fractureclosed_rue,ctr_page_3,,radio,"Code AIS - RUE Closed Fracture Severity

Fracture fermée MSD","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_fractureclosed(12)] = '1'",,,,,,
inj_fractureclosed_lle,ctr_page_3,,radio,"Code AIS - LLE Closed Fracture Severity

Fracture fermée MIG","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_fractureclosed(13)] = '1'",,,,,,
inj_fractureclosed_rle,ctr_page_3,,radio,"Code AIS - RLE Closed Fracture Severity

Fracture fermée MID","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6","Pour chaque région, donner l'AIS du traumatisme le plus sévère  / If more than 1 injury of this type in this region list the severity of the MOST severe injury ",,,,,"[inj_fractureclosed(14)] = '1'",,,,,,
